FLAG_GENDER_MALE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,OCCUPATION_TYPE,College_Education,Currently_Married,Marriage_Status,Paying_Housing,White_Collar,AGE_YR,YRS_WORKED,target_paid_1
1,1,0,0,153000.0,Laborers,0,0,Single,0,0,29.0,3.0,0
0,0,1,0,202500.0,Medicine staff,0,1,Married,1,1,41.0,2.0,0
0,0,1,0,202500.0,Medicine staff,0,1,Married,1,1,41.0,2.0,0
0,0,1,0,157500.0,Sales staff,0,1,Married,1,1,45.0,3.0,0
1,1,0,0,157500.0,Laborers,0,0,Single,0,0,23.0,3.0,0
0,0,1,0,180000.0,Core staff,0,1,Married,1,1,34.0,6.0,0
1,0,1,0,202500.0,Laborers,0,0,Single,1,0,26.0,8.0,0
0,1,1,0,157500.0,Core staff,0,1,Married,1,1,51.0,6.0,0
0,1,1,0,157500.0,Core staff,0,1,Married,1,1,51.0,6.0,0
0,0,1,1,202500.0,Accountants,1,1,Married,1,1,38.0,8.0,1
0,0,1,1,202500.0,Accountants,1,1,Married,1,1,38.0,8.0,1
0,0,1,1,202500.0,Accountants,1,1,Married,1,1,38.0,8.0,0
0,0,1,0,135000.0,High skill tech staff,0,1,Married,1,1,49.0,31.0,0
0,0,0,0,135000.0,Core staff,1,1,Married,0,1,42.0,1.0,0
1,0,1,0,216000.0,Managers,1,1,Married,1,1,52.0,20.0,0
1,0,1,0,216000.0,Managers,1,1,Married,1,1,52.0,20.0,0
1,0,1,0,216000.0,Managers,1,1,Married,1,1,52.0,20.0,0
1,0,1,0,216000.0,Managers,1,1,Married,1,1,52.0,20.0,0
1,0,1,0,216000.0,Managers,1,1,Married,1,1,52.0,20.0,0
1,0,1,0,216000.0,Managers,1,1,Married,1,1,52.0,20.0,0
1,0,0,0,157500.0,Drivers,0,0,Single,0,0,23.0,0.0,0
0,1,1,0,256500.0,Accountants,1,1,Married,1,1,30.0,4.0,1
0,1,1,0,256500.0,Accountants,1,0,Single,1,1,30.0,4.0,1
0,1,1,0,256500.0,Accountants,1,1,Married,1,1,30.0,4.0,1
0,1,1,0,202500.0,Medicine staff,0,1,Married,1,1,32.0,12.0,0
0,0,1,1,315000.0,Core staff,0,1,Married,1,1,44.0,11.0,0
0,0,1,1,315000.0,Core staff,0,1,Married,1,1,44.0,11.0,0
0,0,1,1,315000.0,Core staff,0,1,Married,1,1,44.0,11.0,0
0,0,1,1,315000.0,Core staff,0,1,Married,1,1,44.0,11.0,0
0,0,1,1,315000.0,Core staff,0,1,Married,1,1,44.0,11.0,0
1,0,1,0,157500.0,Core staff,0,1,Married,1,1,42.0,3.0,1
0,0,1,0,157500.0,Cleaning staff,0,1,Married,1,0,55.0,1.0,0
0,0,1,0,157500.0,Cleaning staff,0,1,Married,1,0,55.0,1.0,0
0,0,1,0,112500.0,Sales staff,1,1,Married,1,1,35.0,5.0,0
0,0,1,1,270000.0,Core staff,1,1,Married,1,1,50.0,27.0,0
0,0,1,1,270000.0,Core staff,1,1,Married,1,1,50.0,27.0,0
1,1,0,1,225000.0,Drivers,0,1,Married,1,0,51.0,6.0,0
1,1,0,1,225000.0,Drivers,0,1,Married,1,0,51.0,6.0,0
1,1,0,1,225000.0,Drivers,0,1,Married,1,0,51.0,6.0,0
1,1,1,0,202500.0,Sales staff,0,1,Married,0,1,46.0,0.0,0
1,1,1,0,202500.0,Sales staff,0,1,Married,0,1,46.0,0.0,0
0,0,1,0,76500.0,Laborers,0,1,Married,1,0,44.0,5.0,0
0,0,1,0,76500.0,Laborers,0,1,Married,1,0,44.0,5.0,0
0,1,1,0,166500.0,Laborers,0,1,Married,1,0,33.0,8.0,0
0,1,1,0,166500.0,Laborers,0,1,Married,1,0,33.0,8.0,0
0,1,1,0,166500.0,Laborers,0,1,Married,1,0,33.0,8.0,0
0,1,1,0,135000.0,Accountants,0,0,Previously Married,1,1,59.0,14.0,0
1,1,1,0,135000.0,Laborers,0,0,Single,1,0,31.0,3.0,0
1,1,1,0,135000.0,Laborers,0,0,Single,1,0,31.0,3.0,0
0,0,1,0,306000.0,High skill tech staff,0,1,Married,1,1,51.0,8.0,1
0,0,1,0,306000.0,High skill tech staff,0,1,Married,1,1,51.0,8.0,1
0,0,1,0,306000.0,High skill tech staff,0,1,Married,1,1,51.0,8.0,0
0,0,1,0,306000.0,High skill tech staff,0,1,Married,1,1,51.0,8.0,1
0,0,1,0,306000.0,High skill tech staff,0,1,Married,1,1,51.0,8.0,1
0,0,0,2,225000.0,High skill tech staff,0,1,Married,1,1,39.0,13.0,0
0,0,0,2,225000.0,High skill tech staff,0,1,Married,1,1,39.0,13.0,1
1,0,1,0,225000.0,Medicine staff,0,1,Married,1,1,55.0,8.0,0
1,0,1,0,225000.0,Medicine staff,0,1,Married,1,1,55.0,8.0,0
1,0,1,0,225000.0,Medicine staff,0,1,Married,1,1,55.0,8.0,0
1,0,1,0,225000.0,Medicine staff,0,1,Married,1,1,55.0,8.0,0
1,0,0,0,360000.0,Drivers,0,1,Married,1,0,38.0,2.0,0
0,0,1,1,121500.0,Cooking staff,0,1,Married,1,0,36.0,3.0,0
1,1,0,1,225000.0,Laborers,0,1,Married,1,0,32.0,1.0,0
0,1,1,0,148500.0,Core staff,0,1,Married,1,1,46.0,6.0,0
0,0,1,0,157500.0,Sales staff,0,0,Previously Married,1,1,32.0,5.0,0
1,1,1,0,247500.0,Drivers,0,1,Married,1,0,59.0,7.0,0
1,1,1,0,247500.0,Drivers,0,1,Married,1,0,59.0,7.0,0
1,1,1,0,247500.0,Drivers,0,1,Married,1,0,59.0,7.0,0
1,1,1,2,900000.0,Managers,1,1,Married,1,1,27.0,2.0,1
1,1,1,2,900000.0,Managers,1,1,Married,1,1,27.0,2.0,0
1,1,0,0,202500.0,Laborers,0,1,Married,0,0,37.0,3.0,1
1,1,0,0,202500.0,Laborers,0,1,Married,0,0,37.0,3.0,1
1,1,0,0,202500.0,Laborers,0,1,Married,0,0,37.0,3.0,1
1,1,1,0,225000.0,Drivers,1,1,Married,1,0,54.0,5.0,0
0,0,1,2,135000.0,Core staff,0,1,Married,1,1,38.0,3.0,0
0,0,1,2,135000.0,Core staff,0,1,Married,1,1,38.0,3.0,0
0,0,1,1,211500.0,Core staff,0,1,Married,1,1,34.0,2.0,0
0,0,1,1,211500.0,Core staff,0,1,Married,1,1,34.0,2.0,0
1,0,1,0,135000.0,High skill tech staff,1,1,Married,1,1,47.0,12.0,0
0,0,1,1,180000.0,Managers,0,1,Married,1,1,43.0,8.0,0
1,0,1,1,202500.0,Core staff,0,0,Previously Married,1,1,34.0,1.0,1
1,0,1,1,202500.0,Core staff,0,0,Previously Married,1,1,34.0,1.0,0
1,0,1,1,202500.0,Core staff,0,0,Previously Married,1,1,34.0,1.0,0
1,0,1,1,202500.0,Core staff,0,0,Previously Married,1,1,34.0,1.0,0
1,0,1,1,202500.0,Core staff,0,0,Previously Married,1,1,34.0,1.0,0
1,0,1,1,90000.0,Laborers,0,0,Previously Married,1,0,33.0,0.0,0
1,0,1,1,90000.0,Laborers,0,0,Previously Married,1,0,33.0,0.0,0
0,0,1,0,121500.0,Cooking staff,0,1,Married,1,0,56.0,0.0,1
0,1,1,1,112500.0,Core staff,0,1,Married,1,1,31.0,2.0,0
0,0,1,0,90000.0,Cleaning staff,0,1,Married,1,0,52.0,4.0,0
0,0,1,0,90000.0,Cleaning staff,0,1,Married,1,0,52.0,4.0,0
1,1,0,0,157500.0,Sales staff,0,1,Married,0,1,46.0,11.0,0
0,0,1,1,225000.0,Sales staff,1,0,Single,1,1,32.0,0.0,0
0,0,1,0,135000.0,Cleaning staff,0,1,Married,1,0,49.0,14.0,0
0,0,1,0,135000.0,Cleaning staff,0,1,Married,1,0,49.0,14.0,0
0,0,1,0,135000.0,Cleaning staff,0,1,Married,1,0,49.0,14.0,0
1,1,1,0,315000.0,Managers,1,1,Married,1,1,51.0,3.0,1
0,0,1,2,243000.0,Core staff,1,1,Married,1,1,27.0,9.0,0
0,0,1,2,243000.0,Core staff,1,1,Married,1,1,27.0,9.0,0
0,0,1,2,243000.0,Core staff,1,1,Married,1,1,27.0,9.0,0
0,0,1,0,225000.0,Core staff,1,0,Single,1,1,56.0,25.0,0
0,0,1,0,225000.0,Core staff,1,0,Single,1,1,56.0,25.0,0
0,0,1,0,225000.0,Core staff,1,0,Single,1,1,56.0,25.0,0
0,0,1,0,202500.0,Laborers,0,1,Married,1,0,43.0,7.0,0
0,1,1,1,126000.0,Laborers,1,1,Married,1,0,34.0,0.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
1,0,1,0,81000.0,Laborers,1,0,Single,1,0,27.0,5.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,234000.0,Core staff,1,1,Married,1,1,60.0,14.0,0
0,1,0,0,112500.0,Medicine staff,0,0,Single,1,1,28.0,8.0,0
1,0,1,0,270000.0,Laborers,0,1,Married,1,0,35.0,9.0,0
1,0,1,0,270000.0,Laborers,0,1,Married,1,0,35.0,9.0,0
1,0,1,0,270000.0,Laborers,0,1,Married,1,0,35.0,9.0,0
1,0,1,0,270000.0,Laborers,0,1,Married,1,0,35.0,9.0,0
1,0,1,0,270000.0,Laborers,0,1,Married,1,0,35.0,9.0,0
1,0,1,0,270000.0,Laborers,0,1,Married,1,0,35.0,9.0,0
0,0,1,0,225000.0,Core staff,0,0,Single,1,1,48.0,4.0,0
0,0,1,0,225000.0,Core staff,0,0,Single,1,1,48.0,4.0,0
0,0,1,0,225000.0,Core staff,0,0,Single,1,1,48.0,4.0,0
0,0,1,0,225000.0,Core staff,0,0,Single,1,1,48.0,4.0,0
0,0,1,0,225000.0,Core staff,0,0,Single,1,1,48.0,4.0,0
0,0,1,0,225000.0,Core staff,0,0,Single,1,1,48.0,4.0,0
1,1,0,1,225000.0,Drivers,0,1,Married,1,0,35.0,3.0,0
0,0,1,0,45000.0,Medicine staff,0,1,Married,1,1,55.0,17.0,0
0,0,1,0,612000.0,Accountants,0,1,Married,1,1,34.0,10.0,0
0,0,1,0,612000.0,Accountants,0,1,Married,1,1,34.0,10.0,0
0,0,1,0,612000.0,Accountants,0,1,Married,1,1,34.0,10.0,0
0,0,1,0,612000.0,Accountants,0,1,Married,1,1,34.0,10.0,0
0,0,1,0,612000.0,Accountants,0,1,Married,1,1,34.0,10.0,0
0,1,1,0,292500.0,Laborers,0,1,Married,1,0,42.0,8.0,0
0,0,1,0,171000.0,Laborers,0,0,Single,1,0,46.0,1.0,0
0,0,1,0,171000.0,Laborers,0,0,Single,1,0,46.0,1.0,0
0,0,0,0,90000.0,Low-skill Laborers,0,1,Married,1,0,48.0,9.0,1
1,1,0,1,202500.0,Managers,1,1,Married,1,1,34.0,7.0,0
0,1,0,0,225000.0,Laborers,0,0,Previously Married,1,0,34.0,1.0,0
0,0,0,0,135000.0,Cooking staff,0,0,Previously Married,1,0,50.0,6.0,0
0,0,0,0,135000.0,Cooking staff,0,0,Previously Married,1,0,50.0,6.0,0
0,0,0,0,103500.0,Core staff,0,1,Married,1,1,40.0,11.0,0
0,0,0,1,90000.0,Sales staff,0,1,Married,0,1,42.0,3.0,0
1,0,0,0,135000.0,Managers,1,1,Married,1,1,36.0,8.0,1
0,0,0,0,225000.0,Laborers,1,0,Single,1,0,29.0,10.0,0
0,0,0,0,225000.0,Laborers,1,0,Single,1,0,29.0,10.0,0
0,0,0,1,675000.0,Sales staff,1,1,Married,1,1,29.0,2.0,0
0,0,0,1,675000.0,Sales staff,1,1,Married,1,1,29.0,2.0,0
0,0,0,0,135000.0,Sales staff,0,1,Married,1,1,29.0,8.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,0,0,0,121500.0,Accountants,1,1,Married,1,1,60.0,14.0,0
0,1,0,2,67500.0,Sales staff,0,1,Married,0,1,31.0,3.0,1
0,0,0,2,67500.0,Core staff,0,1,Married,0,1,38.0,0.0,0
0,1,0,1,405000.0,Core staff,0,1,Married,1,1,37.0,4.0,0
0,1,0,0,315000.0,Medicine staff,1,1,Married,1,1,35.0,6.0,0
0,0,0,1,135000.0,Core staff,1,0,Previously Married,1,1,35.0,5.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,1
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
1,0,0,0,157500.0,Drivers,0,1,Married,1,0,35.0,4.0,0
1,1,0,0,315000.0,Managers,0,1,Married,1,1,38.0,2.0,0
0,1,0,2,112500.0,Sales staff,0,1,Married,1,1,32.0,4.0,0
0,1,0,2,112500.0,Sales staff,0,1,Married,1,1,32.0,4.0,0
0,1,0,2,112500.0,Sales staff,0,1,Married,1,1,32.0,4.0,0
0,1,0,0,247500.0,Laborers,1,1,Married,1,0,43.0,4.0,0
0,1,0,0,247500.0,Laborers,1,1,Married,1,0,43.0,4.0,0
0,0,0,0,315000.0,Sales staff,1,1,Married,1,1,44.0,0.0,0
0,0,0,0,315000.0,Sales staff,1,1,Married,1,1,44.0,0.0,0
0,0,0,0,315000.0,Sales staff,1,1,Married,1,1,44.0,0.0,0
0,0,0,0,315000.0,Sales staff,1,1,Married,1,1,44.0,0.0,0
1,0,0,1,157500.0,Laborers,1,0,Previously Married,0,0,29.0,3.0,0
1,0,0,1,157500.0,Laborers,1,0,Previously Married,0,0,29.0,3.0,0
1,0,0,1,157500.0,Laborers,1,0,Previously Married,0,0,29.0,3.0,0
1,0,0,1,157500.0,Laborers,1,0,Previously Married,0,0,29.0,3.0,0
1,0,0,0,157500.0,Security staff,0,1,Married,0,0,40.0,6.0,0
0,0,0,0,234000.0,Laborers,0,0,Previously Married,1,0,60.0,28.0,0
0,1,0,0,135000.0,Cleaning staff,0,1,Married,1,0,52.0,18.0,0
0,1,0,0,135000.0,Cleaning staff,0,1,Married,1,0,52.0,18.0,0
1,0,0,1,99000.0,Laborers,0,0,Single,1,0,48.0,14.0,0
1,1,1,0,247500.0,Laborers,0,1,Married,1,0,39.0,20.0,0
1,1,1,0,247500.0,Laborers,0,1,Married,1,0,39.0,20.0,0
0,0,1,0,126000.0,Cleaning staff,0,0,Previously Married,1,0,59.0,3.0,0
0,0,1,0,126000.0,Cleaning staff,0,0,Previously Married,1,0,59.0,3.0,0
0,0,0,1,202500.0,Managers,0,1,Married,1,1,33.0,9.0,0
0,0,0,1,202500.0,Managers,0,1,Married,1,1,33.0,9.0,0
0,0,0,1,202500.0,Managers,0,1,Married,1,1,33.0,9.0,0
1,0,0,0,225000.0,Low-skill Laborers,0,1,Married,1,0,36.0,3.0,0
1,0,0,0,225000.0,Low-skill Laborers,0,1,Married,1,0,36.0,3.0,0
1,0,0,0,225000.0,Low-skill Laborers,0,1,Married,1,0,36.0,3.0,0
1,0,0,0,225000.0,Low-skill Laborers,0,1,Married,1,0,36.0,3.0,0
0,0,1,0,202500.0,Sales staff,0,0,Previously Married,1,1,51.0,3.0,0
0,0,1,0,202500.0,Sales staff,0,0,Previously Married,1,1,51.0,3.0,0
1,1,1,3,450000.0,Managers,0,1,Married,1,1,47.0,8.0,0
1,0,0,0,135000.0,Cooking staff,0,0,Single,1,0,25.0,2.0,0
1,0,1,0,90000.0,Laborers,0,1,Married,1,0,60.0,30.0,0
1,0,1,0,157500.0,Laborers,0,1,Married,1,0,35.0,2.0,0
1,0,1,0,157500.0,Laborers,0,1,Married,1,0,35.0,2.0,0
1,0,0,1,225000.0,Core staff,1,1,Married,1,1,37.0,17.0,0
0,0,1,0,69372.0,Laborers,0,1,Married,1,0,43.0,0.0,0
1,1,1,0,270000.0,Managers,1,1,Married,1,1,58.0,4.0,0
0,1,1,1,157500.0,Managers,0,1,Married,1,1,43.0,6.0,0
1,1,1,0,256500.0,High skill tech staff,1,0,Single,1,1,26.0,3.0,0
1,1,1,0,179100.0,Drivers,0,1,Married,1,0,44.0,2.0,0
1,1,1,0,211500.0,Laborers,0,1,Married,1,0,58.0,4.0,0
0,0,1,1,675000.0,Security staff,0,0,Single,1,0,42.0,2.0,0
0,0,1,0,360000.0,Sales staff,0,0,Previously Married,1,1,56.0,20.0,0
1,1,1,0,135000.0,Laborers,0,1,Married,1,0,29.0,0.0,1
1,1,1,0,135000.0,Laborers,0,1,Married,1,0,29.0,0.0,1
1,1,1,2,292500.0,High skill tech staff,1,1,Married,1,1,42.0,9.0,0
0,0,1,2,135000.0,Laborers,1,1,Married,1,0,40.0,0.0,0
1,1,0,2,450000.0,Laborers,0,1,Married,1,0,45.0,11.0,0
0,0,1,0,180000.0,HR staff,1,0,Single,1,1,49.0,4.0,0
1,1,1,0,180000.0,Drivers,0,1,Married,1,0,27.0,4.0,0
0,1,0,0,247500.0,Laborers,0,0,Previously Married,1,0,37.0,5.0,0
0,0,1,0,67500.0,Sales staff,1,1,Married,1,1,33.0,3.0,0
0,0,1,0,112500.0,Core staff,0,1,Married,1,1,48.0,18.0,0
0,0,1,2,175500.0,Sales staff,1,1,Married,1,1,46.0,3.0,0
1,1,1,0,180000.0,Drivers,1,1,Married,1,0,32.0,8.0,0
0,0,0,0,36000.0,Core staff,0,1,Married,0,1,39.0,1.0,1
1,1,0,0,180000.0,Laborers,0,1,Married,1,0,31.0,3.0,0
1,0,0,0,90000.0,Sales staff,0,0,Previously Married,0,1,54.0,9.0,0
0,0,0,0,180000.0,Security staff,1,1,Married,1,0,42.0,6.0,0
1,1,1,0,270000.0,Security staff,0,1,Married,1,0,55.0,1.0,0
0,0,0,0,126000.0,Managers,0,1,Married,1,1,45.0,15.0,0
0,0,0,0,126000.0,Managers,0,1,Married,1,1,45.0,15.0,0
1,0,0,0,180000.0,Managers,1,1,Married,0,1,55.0,2.0,0
0,0,1,0,180000.0,Medicine staff,0,1,Married,1,1,57.0,11.0,0
1,1,1,2,225000.0,Laborers,0,1,Married,1,0,32.0,3.0,0
1,0,1,0,315000.0,Core staff,0,0,Single,1,1,33.0,6.0,0
1,0,1,0,207000.0,Drivers,0,1,Married,1,0,43.0,2.0,0
0,1,1,0,288000.0,Managers,1,1,Married,1,1,39.0,8.0,0
0,0,1,0,135000.0,Laborers,1,1,Married,1,0,62.0,5.0,0
0,0,1,0,247500.0,Core staff,1,1,Married,1,1,47.0,4.0,0
0,1,1,1,225000.0,Medicine staff,0,0,Single,0,1,28.0,6.0,0
0,0,1,1,135000.0,Sales staff,1,1,Married,1,1,36.0,0.0,0
0,1,0,0,360000.0,Managers,1,1,Married,1,1,34.0,11.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,30.0,7.0,0
0,1,1,0,270000.0,Accountants,1,0,Single,1,1,33.0,0.0,0
0,1,1,0,270000.0,Accountants,1,0,Single,1,1,33.0,0.0,0
0,0,1,1,135000.0,Core staff,1,1,Married,1,1,35.0,0.0,0
0,0,0,0,225000.0,Laborers,0,0,Single,1,0,51.0,10.0,1
0,0,1,1,135000.0,Core staff,1,1,Married,1,1,30.0,9.0,0
1,1,0,0,1350000.0,Managers,1,1,Married,0,1,35.0,4.0,0
0,0,1,0,54000.0,Managers,1,1,Married,1,1,42.0,0.0,0
0,0,1,0,202500.0,Sales staff,1,0,Single,1,1,45.0,3.0,0
0,0,1,0,126000.0,Cleaning staff,0,0,Previously Married,1,0,59.0,3.0,0
0,0,0,1,202500.0,Managers,0,1,Married,1,1,33.0,9.0,0
0,1,1,1,225000.0,Managers,0,0,Previously Married,1,1,29.0,3.0,0
0,0,1,0,225000.0,Medicine staff,0,0,Previously Married,1,1,51.0,8.0,0
1,0,1,0,135000.0,Security staff,0,1,Married,1,0,57.0,0.0,0
0,0,1,0,202500.0,Accountants,0,1,Married,1,1,48.0,4.0,0
0,1,0,0,148500.0,High skill tech staff,1,1,Married,1,1,34.0,5.0,0
0,1,0,0,189000.0,High skill tech staff,0,1,Married,1,1,48.0,1.0,0
0,0,1,0,252000.0,Accountants,1,1,Married,1,1,47.0,8.0,0
0,0,0,0,180000.0,Cooking staff,0,0,Previously Married,1,0,37.0,7.0,0
1,1,1,0,405000.0,Managers,1,1,Married,1,1,28.0,7.0,0
0,0,1,0,382500.0,Accountants,0,1,Married,0,1,31.0,3.0,0
0,0,1,0,382500.0,Accountants,0,1,Married,0,1,31.0,3.0,0
0,1,1,0,256500.0,Core staff,0,1,Married,1,1,37.0,2.0,0
0,1,1,0,256500.0,Core staff,0,1,Married,1,1,37.0,2.0,0
0,1,1,0,256500.0,Core staff,0,1,Married,1,1,37.0,2.0,0
1,0,1,0,360000.0,Drivers,0,1,Married,1,0,52.0,2.0,0
0,1,0,0,112500.0,Medicine staff,0,1,Married,1,1,44.0,4.0,0
0,1,0,0,112500.0,Medicine staff,0,1,Married,1,1,44.0,4.0,0
0,1,0,0,112500.0,Medicine staff,0,1,Married,1,1,44.0,4.0,0
1,1,1,0,202500.0,Drivers,0,1,Married,1,0,54.0,6.0,0
0,0,1,0,202500.0,Medicine staff,0,0,Previously Married,1,1,46.0,4.0,0
0,0,1,0,202500.0,Medicine staff,0,0,Previously Married,1,1,46.0,4.0,0
0,0,1,0,202500.0,Medicine staff,0,0,Previously Married,1,1,46.0,4.0,0
0,0,1,0,202500.0,Medicine staff,0,0,Previously Married,1,1,46.0,4.0,0
1,1,1,0,157500.0,Laborers,0,1,Married,1,0,35.0,2.0,0
1,0,1,0,202500.0,Laborers,0,1,Married,1,0,37.0,14.0,1
0,1,1,1,180000.0,Accountants,1,1,Married,1,1,32.0,3.0,0
0,0,1,0,135000.0,Managers,0,1,Married,1,1,40.0,1.0,0
0,0,1,0,135000.0,Managers,0,1,Married,1,1,40.0,1.0,0
0,1,1,2,216000.0,Core staff,1,1,Married,1,1,34.0,13.0,0
0,1,1,2,216000.0,Core staff,1,1,Married,1,1,34.0,13.0,0
0,1,1,2,216000.0,Core staff,1,1,Married,1,1,34.0,13.0,1
0,1,1,2,216000.0,Core staff,1,1,Married,1,1,34.0,13.0,0
0,0,1,0,81000.0,Cooking staff,0,1,Married,1,0,35.0,4.0,0
0,0,1,0,81000.0,Cooking staff,0,1,Married,1,0,35.0,4.0,0
0,0,1,0,135000.0,Laborers,0,0,Single,1,0,48.0,5.0,0
0,0,1,0,135000.0,Laborers,0,0,Single,1,0,48.0,5.0,0
0,0,1,0,225000.0,Managers,1,1,Married,1,1,44.0,8.0,0
0,0,1,0,225000.0,Managers,1,1,Married,1,1,44.0,8.0,0
0,0,1,0,225000.0,Managers,1,1,Married,1,1,44.0,8.0,0
0,0,1,0,225000.0,Managers,1,1,Married,1,1,44.0,8.0,0
0,0,1,2,90000.0,Low-skill Laborers,0,1,Married,1,0,45.0,15.0,0
0,0,0,0,148500.0,Sales staff,0,1,Married,1,1,40.0,5.0,0
0,0,0,0,148500.0,Sales staff,0,1,Married,1,1,40.0,5.0,0
0,0,1,0,135000.0,Laborers,0,1,Married,1,0,42.0,8.0,0
0,1,1,1,135000.0,Sales staff,0,1,Married,1,1,40.0,4.0,0
0,1,1,1,135000.0,Sales staff,0,1,Married,1,1,40.0,4.0,0
0,1,1,1,135000.0,Sales staff,0,1,Married,1,1,40.0,4.0,0
0,0,0,2,225000.0,Sales staff,0,1,Married,0,1,33.0,6.0,0
0,0,0,2,225000.0,Sales staff,0,1,Married,0,1,33.0,6.0,0
0,0,0,2,225000.0,Sales staff,0,1,Married,0,1,33.0,6.0,0
0,0,1,0,252000.0,Medicine staff,0,1,Married,1,1,50.0,0.0,0
0,1,1,0,135000.0,Accountants,1,1,Married,1,1,32.0,10.0,0
0,0,1,0,202500.0,High skill tech staff,0,1,Married,1,1,53.0,17.0,0
0,0,1,0,202500.0,High skill tech staff,0,1,Married,1,1,53.0,17.0,0
0,0,1,0,202500.0,High skill tech staff,0,1,Married,1,1,53.0,17.0,0
0,0,1,0,202500.0,High skill tech staff,0,1,Married,1,1,53.0,17.0,0
1,1,1,3,157500.0,Laborers,0,1,Married,1,0,34.0,11.0,0
0,1,0,0,135000.0,Laborers,0,1,Married,1,0,52.0,17.0,0
0,1,1,0,135000.0,Managers,1,1,Married,1,1,33.0,10.0,0
1,0,1,0,247500.0,Laborers,0,1,Married,1,0,47.0,6.0,0
1,1,1,1,135000.0,Low-skill Laborers,0,1,Married,1,0,41.0,8.0,0
1,1,1,1,135000.0,Low-skill Laborers,0,1,Married,1,0,41.0,8.0,0
1,1,1,1,135000.0,Low-skill Laborers,0,1,Married,1,0,41.0,8.0,0
0,0,1,0,171000.0,Security staff,0,1,Married,1,0,57.0,4.0,0
0,0,1,3,103500.0,Medicine staff,0,1,Married,1,1,29.0,4.0,0
0,1,1,0,202500.0,Accountants,0,1,Married,1,1,50.0,19.0,0
0,1,1,0,202500.0,Accountants,0,1,Married,1,1,50.0,19.0,0
0,1,1,0,225000.0,Cleaning staff,0,0,Previously Married,1,0,54.0,4.0,1
0,0,1,2,72000.0,Medicine staff,0,1,Married,1,1,42.0,15.0,0
1,1,0,0,180000.0,Drivers,0,1,Married,0,0,51.0,3.0,0
1,1,0,0,180000.0,Drivers,0,1,Married,0,0,51.0,3.0,0
0,0,0,0,112500.0,Accountants,1,1,Married,0,1,54.0,4.0,1
0,0,0,0,112500.0,Accountants,1,1,Married,0,1,54.0,4.0,1
